Series Name,Series Code,Country Name,Country Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Congo, Dem. Rep.",COD,4.477000237,4.465000153,4.451000214,4.451000214,5.265999794
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Congo, Rep.",COG,20.55900002,20.55900002,20.61400032,20.62199974,22.84300041
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Costa Rica,CRI,8.600000381,8.140000343,9.630000114,11.48999977,17.40999985
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Cote d'Ivoire,CIV,2.599999905,3.269999981,3.292999983,3.318000078,3.487999916
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Croatia,HRV,13.10000038,11.21000004,8.430000305,6.619999886,7.510000229
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Cuba,CUB,2,1.700000048,1.700000048,1.735000014,2.624000072
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Curacao,CUW,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Cyprus,CYP,12.94999981,11.05000019,8.369999886,7.070000172,7.590000153
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Czech Republic,CZE,3.950000048,2.890000105,2.24000001,2.00999999,2.549999952
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Denmark,DNK,5.989999771,5.829999924,5.130000114,5.019999981,5.639999866
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Djibouti,DJI,26.19300079,26.05999947,26.18899918,26.35700035,28.38999939
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Dominica,DMA,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Dominican Republic,DOM,7.28000021,5.829999924,5.860000134,6.360000134,6.130000114
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Ecuador,ECU,4.599999905,3.839999914,3.529999971,3.809999943,6.110000134
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Egypt, Arab Rep.",EGY,12.40999985,11.73999977,9.819999695,7.840000153,9.166999817
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,El Salvador,SLV,4.420000076,4.389999866,4.010000229,4.170000076,6.248000145
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Equatorial Guinea,GNQ,8.62899971,8.647999763,8.623999596,8.678999901,9.901000023
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Eritrea,ERI,5.90199995,5.94299984,5.947000027,5.993999958,7.864999771
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Estonia,EST,6.760000229,5.760000229,5.369999886,4.449999809,6.800000191
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Eswatini,SWZ,22.71999931,22.75300026,22.79199982,22.83699989,25.50900078
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Ethiopia,ETH,2.288000107,2.299000025,2.318000078,2.325999975,3.236999989
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Faroe Islands,FRO,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Fiji,FJI,4.320000172,4.277999878,4.333000183,4.447999954,4.715000153
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Finland,FIN,8.819999695,8.640000343,7.360000134,6.690000057,7.760000229
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,France,FRA,10.05000019,9.409999847,9.020000458,8.409999847,8.010000229
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,French Polynesia,PYF,12.17700005,12.2130003,12.24800014,12.29599953,14.09599972
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Gabon,GAB,20.66900063,20.72100067,20.74900055,20.74200058,21.97200012
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Gambia, The",GMB,9.498000145,9.484999657,9.475999832,9.498000145,11.08100033
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Georgia,GEO,16.60000038,13.93999958,12.67000008,11.56999969,18.5
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Germany,DEU,4.119999886,3.75,3.380000114,3.140000105,3.809999943
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Ghana,GHA,5.52699995,4.21999979,4.276000023,4.315999985,4.651000023
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Gibraltar,GIB,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Greece,GRC,23.54000092,21.48999977,19.29000092,17.30999947,16.29999924
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Greenland,GRL,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Grenada,GRD,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Guam,GUM,5.400000095,5.434999943,5.559000015,5.514999866,6.802000046
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Guatemala,GTM,2.579999924,2.460000038,2.279999971,2.190000057,3.552999973
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Guinea,GIN,4.880000114,4.914000034,4.982999802,5.019999981,6.103000164
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Guinea-Bissau,GNB,5.951000214,5.986000061,5.981999874,6.035999775,6.736999989
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Guyana,GUY,13.46399975,13.74600029,14.02000046,13.99199963,16.43099976
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Haiti,HTI,13.92500019,13.87699986,13.85999966,13.91499996,15.45100021
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Honduras,HND,6.730000019,5.53000021,5.650000095,5.699999809,8.373000145
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Hong Kong SAR, China",HKG,3.390000105,3.130000114,2.819999933,2.930000067,5.829999924
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Hungary,HUN,5.110000134,4.159999847,3.710000038,3.420000076,4.25
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Iceland,ISL,2.980000019,2.74000001,2.700000048,3.50999999,5.480000019
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,India,IND,5.422999859,5.357999802,5.329999924,5.269999981,7.997000217
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Indonesia,IDN,4.300000191,3.880000114,4.400000095,3.619999886,4.28000021
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Iran, Islamic Rep.",IRN,12.61999989,12.22999954,12.18999958,10.73999977,12.16899967
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Iraq,IRQ,10.81999969,13.02000046,12.9659996,12.86299992,14.0880003
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Ireland,IRL,8.369999886,6.710000038,5.739999771,4.949999809,5.619999886
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Isle of Man,IMN,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Israel,ISR,4.800000191,4.21999979,4,3.799999952,4.329999924
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Italy,ITA,11.68999958,11.21000004,10.60999966,9.949999809,9.159999847
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Jamaica,JAM,13.18999958,11.63000011,9.100000381,7.690000057,9.479999542
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Japan,JPN,3.099999905,2.799999952,2.400000095,2.400000095,2.799999952
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Jordan,JOR,15.27999973,18.13999939,18.27000046,16.80999947,19.02599907
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Kazakhstan,KAZ,4.960000038,4.900000095,4.849999905,4.800000191,4.889999866
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Kenya,KEN,2.75999999,3.513000011,4.249000072,5.010000229,5.729000092
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Kiribati,KIR,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Korea, Dem. People's Rep.",PRK,2.755000114,2.697999954,2.625999928,2.59100008,2.921000004
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Korea, Rep.",KOR,3.650000095,3.650000095,3.819999933,3.75,3.930000067
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Kosovo,XKX,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Kuwait,KWT,2.160000086,2.197000027,2.164999962,2.167000055,3.539000034
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Kyrgyz Republic,KGZ,7.210000038,6.889999866,6.886000156,6.918000221,8.706000328
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Lao PDR,LAO,0.791999996,0.805000007,0.827000022,0.851999998,1.034000039
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Latvia,LVA,9.640000343,8.720000267,7.409999847,6.309999943,8.100000381
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Lebanon,LBN,9.782999992,10.27400017,10.79599953,11.35000038,13.29699993
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Lesotho,LSO,23.47500038,23.20000076,22.81299973,22.44000053,24.56299973
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Liberia,LBR,3.079999924,3.049000025,3.029999971,3.015000105,3.980000019
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Libya,LBY,19.52799988,19.37100029,19.45499992,19.65500069,20.06599998
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Liechtenstein,LIE,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Lithuania,LTU,7.860000134,7.070000172,6.150000095,6.260000229,8.489999771
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Luxembourg,LUX,6.289999962,5.519999981,5.590000153,5.590000153,6.769999981
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Macao SAR, China",MAC,1.940000057,1.99000001,1.830000043,1.75,2.569999933
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Madagascar,MDG,1.804999948,1.822999954,1.843000054,1.856999993,2.473999977
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Malawi,MWI,5.816999912,5.760000229,5.757999897,5.751999855,6.701000214
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Malaysia,MYS,3.440000057,3.410000086,3.299999952,3.25999999,4.504000187
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Maldives,MDV,6.119999886,5.869999886,5.618999958,5.340000153,6.328000069
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Mali,MLI,7.570000172,7.409999847,7.427999973,7.441999912,7.696000099
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Malta,MLT,4.690000057,4,3.660000086,3.619999886,4.260000229
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Marshall Islands,MHL,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Mauritania,MRT,10.26099968,10.34000015,10.38500023,10.39299965,11.27000046
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Mauritius,MUS,6.809999943,6.75,6.429999828,6.329999924,7.407000065
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Mexico,MEX,3.859999895,3.420000076,3.279999971,3.480000019,4.449999809
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Moldova,MDA,4.019999981,4.099999905,4.110000134,5.099999905,3.819999933
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Monaco,MCO,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Mongolia,MNG,7.239999771,6.360000134,5.380000114,5.43900013,7.010000229
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Montenegro,MNE,17.71999931,16.06999969,15.17000008,15.11999989,17.89999962
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Morocco,MAR,9.300000191,9.241999626,9.265000343,9.279999733,11.45400047
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Mozambique,MOZ,3.447000027,3.450999975,3.45600009,3.46600008,3.809999943
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Myanmar,MMR,1.177000046,1.559999943,0.870000005,0.5,1.057999969
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Namibia,NAM,23.35000038,21.63899994,19.87999916,19.98800087,21.44599915
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Nauru,NRU,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Nepal,NPL,2.868000031,3.318000078,3.193000078,3.096999884,4.723999977
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Netherlands,NLD,6.010000229,4.840000153,3.829999924,3.380000114,3.819999933
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,New Caledonia,NCL,14.69499969,14.78499985,14.84700012,14.90999985,16.42900085
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,New Zealand,NZL,5.150000095,4.739999771,4.329999924,4.110000134,4.590000153
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Nicaragua,NIC,3.900000095,3.299999952,5.199999809,5.210999966,6.078000069
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Niger,NER,0.533999979,0.541999996,0.545000017,0.55400002,0.624000013
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Nigeria,NGA,7.059999943,8.390000343,8.456000328,8.529999733,9.713999748
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,North Macedonia,MKD,23.71999931,22.37999916,20.73999977,17.26000023,17.20000076
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Northern Mariana Islands,MNP,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Norway,NOR,4.679999828,4.159999847,3.799999952,3.690000057,4.420000076
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Oman,OMN,3.269999981,2.565000057,1.799999952,1.84800005,2.940000057
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Pakistan,PAK,3.779000044,3.915999889,4.079999924,3.542000055,4.302999973
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Palau,PLW,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Panama,PAN,3.263000011,3.858999968,3.832999945,4.725999832,12.85400009
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Papua New Guinea,PNG,2.483999968,2.506999969,2.563999891,2.448999882,2.595000029
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Paraguay,PRY,5.25,4.610000134,6.21999979,6.590000153,7.550000191
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Peru,PER,3.74000001,3.690000057,3.49000001,3.380000114,7.179999828
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Philippines,PHL,2.700000048,2.549999952,2.339999914,2.24000001,2.519999981
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Poland,POL,6.159999847,4.889999866,3.849999905,3.279999971,3.160000086
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Portugal,PRT,11.06999969,8.869999886,6.989999771,6.460000038,6.789999962
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Puerto Rico,PRI,11.80000019,10.80000019,9.199999809,8.300000191,8.890000343
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Qatar,QAT,0.150000006,0.140000001,0.109999999,0.100000001,0.214000002
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Romania,ROU,5.900000095,4.929999828,4.190000057,3.910000086,5.03000021
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Russian Federation,RUS,5.559999943,5.210000038,4.849999905,4.5,5.590000153
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Rwanda,RWA,1.144000053,1.136999965,1.110999942,1.09800005,1.485000014
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Samoa,WSM,8.30700016,8.578000069,8.68599987,8.406000137,9.149000168
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,San Marino,SMR,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Sao Tome and Principe,STP,13.89400005,13.97399998,14.06099987,14.14400005,15.74600029
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Saudi Arabia,SAU,5.650000095,5.889999866,6.039999962,5.672999859,7.449999809
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Senegal,SEN,4.460000038,3.690000057,3.275000095,2.859999895,3.622999907
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Serbia,SRB,15.26000023,13.47999954,12.72999954,10.39000034,9.010000229
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Seychelles,SYC,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Sierra Leone,SLE,4.663000107,4.663000107,4.659999847,4.649000168,5.195000172
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Singapore,SGP,4.079999924,4.199999809,3.642999887,3.099999905,4.099999905
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Slovak Republic,SVK,9.670000076,8.130000114,6.539999962,5.75,6.690000057
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Slovenia,SVN,8,6.559999943,5.110000134,4.449999809,4.96999979
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Solomon Islands,SLB,0.698000014,0.707000017,0.723999977,0.754999995,0.916000009
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Somalia,SOM,18.88899994,18.88199997,18.85000038,18.82799911,19.72299957
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,South Africa,ZAF,26.54000092,27.04000092,26.90999985,28.46999931,29.21999931
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,South Sudan,SSD,12.29500008,12.25399971,12.23700047,12.22599983,14.02999973
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Spain,ESP,19.62999916,17.21999931,15.25,14.10000038,15.52999973
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Sri Lanka,LKA,4.239999771,4.050000191,4.320000172,4.349999905,5.877999783
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,St. Lucia,LCA,19.64900017,18.86000061,19.07999992,15.31999969,16.8920002
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,St. Martin (French part),MAF,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,St. Vincent and the Grenadines,VCT,19.11000061,19.18199921,19.18000031,19.28000069,21.00200081
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Sudan,SDN,17.52000046,17.53300095,17.57999992,17.65399933,19.64900017
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Suriname,SUR,7.920000076,7.903999805,7.926000118,8.039999962,9.777999878
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Sweden,SWE,6.989999771,6.71999979,6.360000134,6.829999924,8.289999962
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Switzerland,CHE,4.920000076,4.800000191,4.710000038,4.389999866,4.820000172
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Syrian Arab Republic,SYR,8.725000381,8.751999855,8.755000114,8.772999763,10.25699997
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Tajikistan,TJK,6.900000095,6.953999996,7.012000084,7.06099987,7.583000183
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Tanzania,TZA,2.157999992,2.177000046,2.20600009,2.221999884,2.528000116
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Thailand,THA,0.689999998,0.829999983,0.769999981,0.720000029,1.100000024
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Timor-Leste,TLS,4.659999847,4.760000229,4.730999947,4.505000114,4.90500021
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Togo,TGO,2.96600008,3.74000001,3.729000092,3.719000101,3.944999933
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Tonga,TON,2.569000006,2.815000057,3.069999933,3.062000036,3.628000021
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Trinidad and Tobago,TTO,3.210000038,3.275000095,3.336999893,3.421999931,4.56799984
